Rack,Date_Time,Device,State
MUW,2022-01-09 07:28:08,pH Pump,1
MUW,2022-01-09 07:28:28,pH Pump,0
MUW,2022-01-09 07:29:49,Conductivity Pump,0
MUW,2022-01-09 07:31:29,Conductivity Pump,1
MUW,2022-01-09 07:32:08,pH Pump,1
MUW,2022-01-09 07:32:28,pH Pump,0
MUW,2022-01-09 07:34:29,Conductivity Pump,0
MUW,2022-01-09 07:36:08,pH Pump,1
MUW,2022-01-09 07:36:09,Conductivity Pump,1
MUW,2022-01-09 07:36:28,pH Pump,0
MUW,2022-01-09 07:39:09,Conductivity Pump,0
MUW,2022-01-09 07:40:08,pH Pump,1
MUW,2022-01-09 07:40:27,pH Pump,0
MUW,2022-01-09 07:40:49,Conductivity Pump,1
MUW,2022-01-09 07:43:49,Conductivity Pump,0
MUW,2022-01-09 07:44:08,pH Pump,1
MUW,2022-01-09 07:44:28,pH Pump,0
MUW,2022-01-09 07:45:29,Conductivity Pump,1
MUW,2022-01-09 07:48:29,Conductivity Pump,0
MUW,2022-01-09 08:01:25,Conductivity Pump,1
MUW,2022-01-09 08:04:25,Conductivity Pump,0
MUW,2022-01-09 08:05:45,Conductivity Pump,1
MUW,2022-01-09 08:08:45,Conductivity Pump,0
MUW,2022-01-09 08:10:25,Conductivity Pump,1
MUW,2022-01-09 08:12:57,Heat Ex Comp,0
MUW,2022-01-09 08:13:24,Conductivity Pump,0
MUW,2022-01-09 08:25:13,pH Pump,1
MUW,2022-01-09 08:25:33,pH Pump,0
MUW,2022-01-09 08:27:38,pH Pump,1
MUW,2022-01-09 08:27:58,pH Pump,0
MUW,2022-01-09 08:31:06,Conductivity Pump,1
MUW,2022-01-09 08:31:38,pH Pump,1
MUW,2022-01-09 08:31:58,pH Pump,0
MUW,2022-01-09 08:34:06,Conductivity Pump,0
MUW,2022-01-09 08:35:38,pH Pump,1
MUW,2022-01-09 08:35:46,Conductivity Pump,1
MUW,2022-01-09 08:35:58,pH Pump,0
MUW,2022-01-09 08:38:46,Conductivity Pump,0
MUW,2022-01-09 08:39:38,pH Pump,1
MUW,2022-01-09 08:39:58,pH Pump,0
MUW,2022-01-09 08:40:26,Conductivity Pump,1
MUW,2022-01-09 08:43:26,Conductivity Pump,0
MUW,2022-01-09 08:43:38,pH Pump,1
MUW,2022-01-09 08:43:58,pH Pump,0
MUW,2022-01-09 08:47:38,pH Pump,1
MUW,2022-01-09 08:47:57,pH Pump,0
MUW,2022-01-09 08:51:38,pH Pump,1
MUW,2022-01-09 08:51:57,pH Pump,0
MUW,2022-01-09 08:55:38,pH Pump,1
MUW,2022-01-09 08:55:58,pH Pump,0
MUW,2022-01-09 08:58:43,Heat Ex Comp,1
MUW,2022-01-09 08:59:38,pH Pump,1
MUW,2022-01-09 08:59:40,Conductivity Pump,1
MUW,2022-01-09 08:59:57,pH Pump,0
MUW,2022-01-09 09:02:40,Conductivity Pump,0
MUW,2022-01-09 09:03:38,pH Pump,1
MUW,2022-01-09 09:03:58,pH Pump,0
MUW,2022-01-09 09:04:20,Conductivity Pump,1
MUW,2022-01-09 09:07:20,Conductivity Pump,0
MUW,2022-01-09 09:07:38,pH Pump,1
MUW,2022-01-09 09:07:57,pH Pump,0
MUW,2022-01-09 09:09:00,Conductivity Pump,1
MUW,2022-01-09 09:10:03,Conductivity Pump,0
MUW,2022-01-09 09:11:38,pH Pump,1
MUW,2022-01-09 09:11:58,pH Pump,0
MUW,2022-01-09 09:15:38,pH Pump,1
MUW,2022-01-09 09:15:58,pH Pump,0
MUW,2022-01-09 09:22:05,Conductivity Pump,1
MUW,2022-01-09 09:24:52,Conductivity Pump,0
MUW,2022-01-09 09:26:32,Conductivity Pump,1
MUW,2022-01-09 09:29:31,Conductivity Pump,0
MUW,2022-01-09 09:31:12,Conductivity Pump,1
MUW,2022-01-09 09:34:12,Conductivity Pump,0
MUW,2022-01-09 09:35:52,Conductivity Pump,1
MUW,2022-01-09 09:38:08,Conductivity Pump,0
MUW,2022-01-09 09:40:44,Heat Ex Comp,0
MUW,2022-01-09 09:51:07,Conductivity Pump,1
MUW,2022-01-09 09:54:06,Conductivity Pump,0
MUW,2022-01-09 09:55:46,Conductivity Pump,1
MUW,2022-01-09 09:58:46,Conductivity Pump,0
MUW,2022-01-09 10:00:22,pH Pump,1
MUW,2022-01-09 10:00:26,Conductivity Pump,1
MUW,2022-01-09 10:00:42,pH Pump,0
MUW,2022-01-09 10:03:26,Conductivity Pump,0
MUW,2022-01-09 10:04:23,pH Pump,1
MUW,2022-01-09 10:04:42,pH Pump,0
MUW,2022-01-09 10:05:06,Conductivity Pump,1
MUW,2022-01-09 10:08:06,Conductivity Pump,0
MUW,2022-01-09 10:08:22,pH Pump,1
MUW,2022-01-09 10:08:42,pH Pump,0
MUW,2022-01-09 10:09:46,Conductivity Pump,1
MUW,2022-01-09 10:12:22,pH Pump,1
MUW,2022-01-09 10:12:42,pH Pump,0
MUW,2022-01-09 10:12:46,Conductivity Pump,0
MUW,2022-01-09 10:14:14,Heat Ex Comp,1
MUW,2022-01-09 10:14:26,Conductivity Pump,1
MUW,2022-01-09 10:16:22,pH Pump,1
MUW,2022-01-09 10:16:42,pH Pump,0
MUW,2022-01-09 10:17:26,Conductivity Pump,0
MUW,2022-01-09 10:19:07,Conductivity Pump,1
MUW,2022-01-09 10:20:22,pH Pump,1
MUW,2022-01-09 10:20:42,pH Pump,0
MUW,2022-01-09 10:20:51,Conductivity Pump,0
MUW,2022-01-09 10:24:22,pH Pump,1
MUW,2022-01-09 10:24:43,pH Pump,0
MUW,2022-01-09 10:28:22,pH Pump,1
MUW,2022-01-09 10:28:42,pH Pump,0
MUW,2022-01-09 10:32:23,pH Pump,1
MUW,2022-01-09 10:32:42,pH Pump,0
MUW,2022-01-09 10:36:22,pH Pump,1
MUW,2022-01-09 10:36:43,pH Pump,0
MUW,2022-01-09 10:40:22,pH Pump,1
MUW,2022-01-09 10:40:42,pH Pump,0
MUW,2022-01-09 10:44:23,pH Pump,1
MUW,2022-01-09 10:44:42,pH Pump,0
MUW,2022-01-09 10:46:33,Conductivity Pump,1
MUW,2022-01-09 10:48:22,pH Pump,1
MUW,2022-01-09 10:48:37,Conductivity Pump,0
MUW,2022-01-09 10:48:43,pH Pump,0
MUW,2022-01-09 10:50:17,Conductivity Pump,1
MUW,2022-01-09 10:52:22,pH Pump,1
MUW,2022-01-09 10:52:42,pH Pump,0
MUW,2022-01-09 10:53:17,Conductivity Pump,0
MUW,2022-01-09 10:54:58,Conductivity Pump,1
MUW,2022-01-09 10:56:22,pH Pump,1
MUW,2022-01-09 10:56:42,pH Pump,0
MUW,2022-01-09 10:57:57,Conductivity Pump,0
MUW,2022-01-09 10:59:37,Conductivity Pump,1
MUW,2022-01-09 11:02:37,Conductivity Pump,0
MUW,2022-01-09 11:04:17,Conductivity Pump,1
MUW,2022-01-09 11:07:17,Conductivity Pump,0
MUW,2022-01-09 11:08:58,Conductivity Pump,1
MUW,2022-01-09 11:11:57,Conductivity Pump,0
MUW,2022-01-09 11:13:37,Conductivity Pump,1
MUW,2022-01-09 11:16:37,Conductivity Pump,0
MUW,2022-01-09 11:18:17,Conductivity Pump,1
MUW,2022-01-09 11:19:57,pH Pump,1
MUW,2022-01-09 11:20:17,pH Pump,0
MUW,2022-01-09 11:21:17,Conductivity Pump,0
MUW,2022-01-09 11:22:57,Conductivity Pump,1
MUW,2022-01-09 11:23:29,pH Pump,1
MUW,2022-01-09 11:23:49,pH Pump,0
MUW,2022-01-09 11:25:57,Conductivity Pump,0
MUW,2022-01-09 11:27:29,pH Pump,1
MUW,2022-01-09 11:27:37,Conductivity Pump,1
MUW,2022-01-09 11:27:49,pH Pump,0
MUW,2022-01-09 11:28:27,Conductivity Pump,0
MUW,2022-01-09 11:31:29,pH Pump,1
MUW,2022-01-09 11:31:50,pH Pump,0
MUW,2022-01-09 11:35:29,pH Pump,1
MUW,2022-01-09 11:35:49,pH Pump,0
MUW,2022-01-09 11:39:30,pH Pump,1
MUW,2022-01-09 11:39:49,pH Pump,0
MUW,2022-01-09 11:43:01,Conductivity Pump,1
MUW,2022-01-09 11:43:30,pH Pump,1
MUW,2022-01-09 11:43:49,pH Pump,0
MUW,2022-01-09 11:46:00,Conductivity Pump,0
MUW,2022-01-09 11:47:30,pH Pump,1
MUW,2022-01-09 11:47:41,Conductivity Pump,1
MUW,2022-01-09 11:47:49,pH Pump,0
MUW,2022-01-09 11:50:41,Conductivity Pump,0
MUW,2022-01-09 11:51:29,pH Pump,1
MUW,2022-01-09 11:51:49,pH Pump,0
MUW,2022-01-09 11:52:21,Conductivity Pump,1
MUW,2022-01-09 11:55:20,Conductivity Pump,0
MUW,2022-01-09 11:55:29,pH Pump,1
MUW,2022-01-09 11:55:49,pH Pump,0
MUW,2022-01-09 11:56:01,Heat Ex Comp,0
MUW,2022-01-09 11:59:30,pH Pump,1
MUW,2022-01-09 11:59:49,pH Pump,0
MUW,2022-01-09 12:18:11,Conductivity Pump,1
MUW,2022-01-09 12:21:10,Conductivity Pump,0
MUW,2022-01-09 12:22:50,Conductivity Pump,1
MUW,2022-01-09 12:25:51,Conductivity Pump,0
MUW,2022-01-09 12:27:30,Conductivity Pump,1
MUW,2022-01-09 12:30:30,Conductivity Pump,0
MUW,2022-01-09 12:32:11,Conductivity Pump,1
MUW,2022-01-09 12:34:27,Heat Ex Comp,1
MUW,2022-01-09 12:35:10,Conductivity Pump,0
MUW,2022-01-09 12:36:51,Conductivity Pump,1
MUW,2022-01-09 12:38:36,pH Pump,1
MUW,2022-01-09 12:38:57,pH Pump,0
MUW,2022-01-09 12:39:51,Conductivity Pump,0
MUW,2022-01-09 12:41:30,Conductivity Pump,1
MUW,2022-01-09 12:42:37,pH Pump,1
MUW,2022-01-09 12:42:57,pH Pump,0
MUW,2022-01-09 12:44:31,Conductivity Pump,0
MUW,2022-01-09 12:46:10,Conductivity Pump,1
MUW,2022-01-09 12:46:37,pH Pump,1
MUW,2022-01-09 12:46:56,pH Pump,0
MUW,2022-01-09 12:47:27,Conductivity Pump,0
MUW,2022-01-09 12:59:34,Conductivity Pump,1
MUW,2022-01-09 13:02:02,Conductivity Pump,0
MUW,2022-01-09 13:03:42,Conductivity Pump,1
MUW,2022-01-09 13:06:42,Conductivity Pump,0
MUW,2022-01-09 13:08:22,Conductivity Pump,1
MUW,2022-01-09 13:11:22,Conductivity Pump,0
MUW,2022-01-09 13:13:02,Conductivity Pump,1
MUW,2022-01-09 13:16:02,Conductivity Pump,0
MUW,2022-01-09 13:17:53,pH Pump,1
MUW,2022-01-09 13:18:13,pH Pump,0
MUW,2022-01-09 13:21:53,pH Pump,1
MUW,2022-01-09 13:22:12,pH Pump,0
MUW,2022-01-09 13:25:53,pH Pump,1
MUW,2022-01-09 13:26:12,pH Pump,0
MUW,2022-01-09 13:28:05,Heat Ex Comp,0
MUW,2022-01-09 13:29:53,pH Pump,1
MUW,2022-01-09 13:30:13,pH Pump,0
MUW,2022-01-09 13:36:34,Conductivity Pump,1
MUW,2022-01-09 13:39:34,Conductivity Pump,0
MUW,2022-01-09 13:41:14,Conductivity Pump,1
MUW,2022-01-09 13:44:14,Conductivity Pump,0
MUW,2022-01-09 13:45:54,Conductivity Pump,1
MUW,2022-01-09 13:48:54,Conductivity Pump,0
MUW,2022-01-09 13:52:40,pH Pump,1
MUW,2022-01-09 13:53:00,pH Pump,0
MUW,2022-01-09 13:56:40,pH Pump,1
MUW,2022-01-09 13:57:00,pH Pump,0
MUW,2022-01-09 14:00:40,pH Pump,1
MUW,2022-01-09 14:01:00,pH Pump,0
MUW,2022-01-09 14:04:40,pH Pump,1
MUW,2022-01-09 14:05:00,pH Pump,0
MUW,2022-01-09 14:05:30,Conductivity Pump,1
MUW,2022-01-09 14:08:30,Conductivity Pump,0
MUW,2022-01-09 14:08:40,pH Pump,1
MUW,2022-01-09 14:09:00,pH Pump,0
MUW,2022-01-09 14:09:22,Heat Ex Comp,1
MUW,2022-01-09 14:10:10,Conductivity Pump,1
MUW,2022-01-09 14:12:40,pH Pump,1
MUW,2022-01-09 14:13:00,pH Pump,0
MUW,2022-01-09 14:13:10,Conductivity Pump,0
MUW,2022-01-09 14:14:50,Conductivity Pump,1
MUW,2022-01-09 14:16:40,pH Pump,1
MUW,2022-01-09 14:17:00,pH Pump,0
MUW,2022-01-09 14:17:50,Conductivity Pump,0
MUW,2022-01-09 14:19:30,Conductivity Pump,1
MUW,2022-01-09 14:20:40,pH Pump,1
MUW,2022-01-09 14:21:00,pH Pump,0
MUW,2022-01-09 14:22:30,Conductivity Pump,0
MUW,2022-01-09 14:24:40,pH Pump,1
MUW,2022-01-09 14:25:00,pH Pump,0
MUW,2022-01-09 14:28:40,pH Pump,1
MUW,2022-01-09 14:29:00,pH Pump,0
MUW,2022-01-09 14:32:40,pH Pump,1
MUW,2022-01-09 14:33:00,pH Pump,0
MUW,2022-01-09 14:38:43,Conductivity Pump,1
MUW,2022-01-09 14:41:43,Conductivity Pump,0
MUW,2022-01-09 14:43:23,Conductivity Pump,1
MUW,2022-01-09 14:46:23,Conductivity Pump,0
MUW,2022-01-09 14:48:03,Conductivity Pump,1
MUW,2022-01-09 14:51:03,Conductivity Pump,0
MUW,2022-01-09 14:52:43,Conductivity Pump,1
MUW,2022-01-09 14:55:43,Conductivity Pump,0
MUW,2022-01-09 14:57:23,Conductivity Pump,1
MUW,2022-01-09 15:00:23,Conductivity Pump,0
MUW,2022-01-09 15:02:03,Conductivity Pump,1
MUW,2022-01-09 15:05:03,Conductivity Pump,0
MUW,2022-01-09 15:06:43,Conductivity Pump,1
MUW,2022-01-09 15:09:22,Heat Ex Comp,0
MUW,2022-01-09 15:09:26,Conductivity Pump,0
MUW,2022-01-09 15:09:54,pH Pump,1
MUW,2022-01-09 15:10:14,pH Pump,0
MUW,2022-01-09 15:13:26,pH Pump,1
MUW,2022-01-09 15:13:44,pH Pump,0
MUW,2022-01-09 15:30:10,Conductivity Pump,1
MUW,2022-01-09 15:33:10,Conductivity Pump,0
MUW,2022-01-09 15:33:22,pH Pump,1
MUW,2022-01-09 15:33:42,pH Pump,0
MUW,2022-01-09 15:34:50,Conductivity Pump,1
MUW,2022-01-09 15:37:22,pH Pump,1
MUW,2022-01-09 15:37:42,pH Pump,0
MUW,2022-01-09 15:37:50,Conductivity Pump,0
MUW,2022-01-09 15:39:30,Conductivity Pump,1
MUW,2022-01-09 15:41:22,pH Pump,1
MUW,2022-01-09 15:41:42,pH Pump,0
MUW,2022-01-09 15:42:30,Conductivity Pump,0
MUW,2022-01-09 15:44:10,Conductivity Pump,1
MUW,2022-01-09 15:44:42,Conductivity Pump,0
MUW,2022-01-09 15:45:22,pH Pump,1
MUW,2022-01-09 15:45:42,pH Pump,0
MUW,2022-01-09 15:49:22,pH Pump,1
MUW,2022-01-09 15:49:42,pH Pump,0
MUW,2022-01-09 15:51:55,Heat Ex Comp,1
MUW,2022-01-09 15:53:22,pH Pump,1
MUW,2022-01-09 15:53:42,pH Pump,0
MUW,2022-01-09 15:57:22,pH Pump,1
MUW,2022-01-09 15:57:42,pH Pump,0
MUW,2022-01-09 15:57:52,Conductivity Pump,1
MUW,2022-01-09 16:00:02,Conductivity Pump,0
MUW,2022-01-09 16:01:22,pH Pump,1
MUW,2022-01-09 16:01:42,Conductivity Pump,1
MUW,2022-01-09 16:04:42,Conductivity Pump,0
MUW,2022-01-09 16:05:22,pH Pump,1
MUW,2022-01-09 16:05:42,pH Pump,0
MUW,2022-01-09 16:06:22,Conductivity Pump,1
MUW,2022-01-09 16:09:21,Conductivity Pump,0
MUW,2022-01-09 16:09:22,pH Pump,1
MUW,2022-01-09 16:09:42,pH Pump,0
MUW,2022-01-09 16:11:02,Conductivity Pump,1
MUW,2022-01-09 16:14:02,Conductivity Pump,0
MUW,2022-01-09 16:15:42,Conductivity Pump,1
MUW,2022-01-09 16:18:42,Conductivity Pump,0
MUW,2022-01-09 16:20:22,Conductivity Pump,1
MUW,2022-01-09 16:23:22,Conductivity Pump,0
MUW,2022-01-09 16:25:02,Conductivity Pump,1
MUW,2022-01-09 16:27:13,Conductivity Pump,0
MUW,2022-01-09 16:44:08,Conductivity Pump,1
MUW,2022-01-09 16:45:33,Heat Ex Comp,0
MUW,2022-01-09 16:46:21,Conductivity Pump,0
MUW,2022-01-09 16:48:01,Conductivity Pump,1
MUW,2022-01-09 16:51:01,Conductivity Pump,0
MUW,2022-01-09 16:52:41,Conductivity Pump,1
MUW,2022-01-09 16:55:41,Conductivity Pump,0
MUW,2022-01-09 16:57:11,pH Pump,1
MUW,2022-01-09 16:57:21,Conductivity Pump,1
MUW,2022-01-09 16:57:31,pH Pump,0
MUW,2022-01-09 17:00:21,Conductivity Pump,0
MUW,2022-01-09 17:01:04,pH Pump,1
MUW,2022-01-09 17:01:24,pH Pump,0
MUW,2022-01-09 17:05:04,pH Pump,1
MUW,2022-01-09 17:05:23,pH Pump,0
MUW,2022-01-09 17:09:04,pH Pump,1
MUW,2022-01-09 17:09:24,pH Pump,0
MUW,2022-01-09 17:13:04,pH Pump,1
MUW,2022-01-09 17:13:24,pH Pump,0
MUW,2022-01-09 17:17:04,pH Pump,1
MUW,2022-01-09 17:17:24,pH Pump,0
MUW,2022-01-09 17:19:20,Conductivity Pump,1
MUW,2022-01-09 17:21:03,pH Pump,1
MUW,2022-01-09 17:21:24,pH Pump,0
MUW,2022-01-09 17:22:20,Conductivity Pump,0
MUW,2022-01-09 17:24:00,Conductivity Pump,1
MUW,2022-01-09 17:25:04,pH Pump,1
MUW,2022-01-09 17:25:24,pH Pump,0
MUW,2022-01-09 17:27:00,Conductivity Pump,0
MUW,2022-01-09 17:28:15,Heat Ex Comp,1
MUW,2022-01-09 17:29:04,pH Pump,1
MUW,2022-01-09 17:29:24,pH Pump,0
MUW,2022-01-09 17:33:04,pH Pump,1
MUW,2022-01-09 17:33:24,pH Pump,0
MUW,2022-01-09 17:37:04,pH Pump,1
MUW,2022-01-09 17:37:24,pH Pump,0
MUW,2022-01-09 17:37:53,Conductivity Pump,1
MUW,2022-01-09 17:40:53,Conductivity Pump,0
MUW,2022-01-09 17:42:33,Conductivity Pump,1
MUW,2022-01-09 17:45:33,Conductivity Pump,0
MUW,2022-01-09 17:47:13,Conductivity Pump,1
MUW,2022-01-09 17:50:13,Conductivity Pump,0
MUW,2022-01-09 17:51:53,Conductivity Pump,1
MUW,2022-01-09 17:54:53,Conductivity Pump,0
MUW,2022-01-09 17:56:33,Conductivity Pump,1
MUW,2022-01-09 17:59:33,Conductivity Pump,0
MUW,2022-01-09 18:01:13,Conductivity Pump,1
MUW,2022-01-09 18:04:13,Conductivity Pump,0
MUW,2022-01-09 18:05:53,Conductivity Pump,1
MUW,2022-01-09 18:06:09,Conductivity Pump,0
MUW,2022-01-09 18:18:33,pH Pump,1
MUW,2022-01-09 18:18:53,pH Pump,0
MUW,2022-01-09 18:21:19,Heat Ex Comp,0
MUW,2022-01-09 18:21:56,Conductivity Pump,1
MUW,2022-01-09 18:22:33,pH Pump,1
MUW,2022-01-09 18:22:53,pH Pump,0
MUW,2022-01-09 18:24:29,Conductivity Pump,0
MUW,2022-01-09 18:26:09,Conductivity Pump,1
MUW,2022-01-09 18:26:33,pH Pump,1
MUW,2022-01-09 18:26:53,pH Pump,0
MUW,2022-01-09 18:29:08,Conductivity Pump,0
MUW,2022-01-09 18:30:33,pH Pump,1
MUW,2022-01-09 18:30:49,Conductivity Pump,1
MUW,2022-01-09 18:30:53,pH Pump,0
MUW,2022-01-09 18:33:49,Conductivity Pump,0
MUW,2022-01-09 18:34:33,pH Pump,1
MUW,2022-01-09 18:34:53,pH Pump,0
MUW,2022-01-09 18:35:29,Conductivity Pump,1
MUW,2022-01-09 18:36:40,Conductivity Pump,0
MUW,2022-01-09 18:38:33,pH Pump,1
MUW,2022-01-09 18:38:53,pH Pump,0
MUW,2022-01-09 18:42:33,pH Pump,1
MUW,2022-01-09 18:42:53,pH Pump,0
MUW,2022-01-09 18:46:33,pH Pump,1
MUW,2022-01-09 18:46:53,pH Pump,0
MUW,2022-01-09 18:59:11,Conductivity Pump,1
MUW,2022-01-09 19:02:10,Conductivity Pump,0
MUW,2022-01-09 19:03:50,Conductivity Pump,1
MUW,2022-01-09 19:06:50,Conductivity Pump,0
MUW,2022-01-09 19:07:59,Heat Ex Comp,1
MUW,2022-01-09 19:08:31,Conductivity Pump,1
MUW,2022-01-09 19:11:12,pH Pump,1
MUW,2022-01-09 19:11:30,Conductivity Pump,0
MUW,2022-01-09 19:11:31,pH Pump,0
MUW,2022-01-09 19:13:11,Conductivity Pump,1
MUW,2022-01-09 19:13:40,pH Pump,1
MUW,2022-01-09 19:14:00,pH Pump,0
MUW,2022-01-09 19:16:10,Conductivity Pump,0
MUW,2022-01-09 19:17:40,pH Pump,1
MUW,2022-01-09 19:17:50,Conductivity Pump,1
MUW,2022-01-09 19:18:00,pH Pump,0
MUW,2022-01-09 19:20:50,Conductivity Pump,0
MUW,2022-01-09 19:21:40,pH Pump,1
MUW,2022-01-09 19:22:00,pH Pump,0
MUW,2022-01-09 19:22:31,Conductivity Pump,1
MUW,2022-01-09 19:25:30,Conductivity Pump,0
MUW,2022-01-09 19:25:40,pH Pump,1
MUW,2022-01-09 19:26:00,pH Pump,0
MUW,2022-01-09 19:27:11,Conductivity Pump,1
MUW,2022-01-09 19:29:43,Conductivity Pump,0
MUW,2022-01-09 19:44:54,Conductivity Pump,1
MUW,2022-01-09 19:47:54,Conductivity Pump,0
MUW,2022-01-09 19:49:34,Conductivity Pump,1
MUW,2022-01-09 19:52:33,Conductivity Pump,0
MUW,2022-01-09 19:54:14,Conductivity Pump,1
MUW,2022-01-09 19:57:14,Conductivity Pump,0
MUW,2022-01-09 19:57:26,pH Pump,1
MUW,2022-01-09 19:57:46,pH Pump,0
MUW,2022-01-09 19:58:53,Conductivity Pump,1
MUW,2022-01-09 20:00:40,Heat Ex Comp,0
MUW,2022-01-09 20:00:57,Conductivity Pump,0
MUW,2022-01-09 20:00:59,pH Pump,1
MUW,2022-01-09 20:01:19,pH Pump,0
MUW,2022-01-09 20:04:59,pH Pump,1
MUW,2022-01-09 20:05:19,pH Pump,0
MUW,2022-01-09 20:08:59,pH Pump,1
MUW,2022-01-09 20:09:19,pH Pump,0
MUW,2022-01-09 20:12:59,pH Pump,1
MUW,2022-01-09 20:13:19,pH Pump,0
MUW,2022-01-09 20:16:59,pH Pump,1
MUW,2022-01-09 20:17:19,pH Pump,0
MUW,2022-01-09 20:20:59,pH Pump,1
MUW,2022-01-09 20:21:19,pH Pump,0
MUW,2022-01-09 20:22:51,Conductivity Pump,1
MUW,2022-01-09 20:25:40,Conductivity Pump,0
MUW,2022-01-09 20:27:20,Conductivity Pump,1
MUW,2022-01-09 20:30:20,Conductivity Pump,0
MUW,2022-01-09 20:32:00,Conductivity Pump,1
MUW,2022-01-09 20:35:01,Conductivity Pump,0
MUW,2022-01-09 20:36:41,Conductivity Pump,1
MUW,2022-01-09 20:36:50,Conductivity Pump,0
MUW,2022-01-09 20:48:15,Heat Ex Comp,1
MUW,2022-01-09 20:50:25,pH Pump,1
MUW,2022-01-09 20:50:44,pH Pump,0
MUW,2022-01-09 20:50:47,Conductivity Pump,1
MUW,2022-01-09 20:52:32,Conductivity Pump,0
MUW,2022-01-09 20:53:33,pH Pump,1
MUW,2022-01-09 20:53:53,pH Pump,0
MUW,2022-01-09 20:54:12,Conductivity Pump,1
MUW,2022-01-09 20:57:12,Conductivity Pump,0
MUW,2022-01-09 20:57:33,pH Pump,1
MUW,2022-01-09 20:57:53,pH Pump,0
MUW,2022-01-09 20:58:52,Conductivity Pump,1
MUW,2022-01-09 21:01:33,pH Pump,1
MUW,2022-01-09 21:01:52,Conductivity Pump,0
MUW,2022-01-09 21:01:53,pH Pump,0
MUW,2022-01-09 21:03:32,Conductivity Pump,1
MUW,2022-01-09 21:05:33,pH Pump,1
MUW,2022-01-09 21:05:54,pH Pump,0
MUW,2022-01-09 21:06:32,Conductivity Pump,0
MUW,2022-01-09 21:08:12,Conductivity Pump,1
MUW,2022-01-09 21:09:33,pH Pump,1
MUW,2022-01-09 21:09:54,pH Pump,0
MUW,2022-01-09 21:11:12,Conductivity Pump,0
MUW,2022-01-09 21:12:52,Conductivity Pump,1
MUW,2022-01-09 21:13:34,pH Pump,1
MUW,2022-01-09 21:13:53,pH Pump,0
MUW,2022-01-09 21:15:52,Conductivity Pump,0
MUW,2022-01-09 21:17:32,Conductivity Pump,1
MUW,2022-01-09 21:17:34,pH Pump,1
MUW,2022-01-09 21:17:53,pH Pump,0
MUW,2022-01-09 21:20:32,Conductivity Pump,0
MUW,2022-01-09 21:34:08,Heat Ex Comp,0
MUW,2022-01-09 21:39:09,Conductivity Pump,1
MUW,2022-01-09 21:42:08,Conductivity Pump,0
MUW,2022-01-09 21:43:16,Conductivity Pump,1
MUW,2022-01-09 21:46:15,Conductivity Pump,0
MUW,2022-01-09 21:47:56,Conductivity Pump,1
MUW,2022-01-09 21:49:29,pH Pump,1
MUW,2022-01-09 21:49:48,pH Pump,0
MUW,2022-01-09 21:50:55,Conductivity Pump,0
MUW,2022-01-09 21:52:35,Conductivity Pump,1
MUW,2022-01-09 21:52:52,pH Pump,1
MUW,2022-01-09 21:53:06,Conductivity Pump,0
MUW,2022-01-09 21:53:12,pH Pump,0
MUW,2022-01-09 21:56:52,pH Pump,1
MUW,2022-01-09 21:57:12,pH Pump,0
MUW,2022-01-09 22:00:52,pH Pump,1
MUW,2022-01-09 22:01:12,pH Pump,0
MUW,2022-01-09 22:04:52,pH Pump,1
MUW,2022-01-09 22:05:12,pH Pump,0
MUW,2022-01-09 22:08:52,pH Pump,1
MUW,2022-01-09 22:09:12,pH Pump,0
MUW,2022-01-09 22:10:29,Conductivity Pump,1
MUW,2022-01-09 22:12:52,pH Pump,1
MUW,2022-01-09 22:13:12,pH Pump,0
MUW,2022-01-09 22:13:29,Conductivity Pump,0
MUW,2022-01-09 22:15:09,Conductivity Pump,1
MUW,2022-01-09 22:16:52,pH Pump,1
MUW,2022-01-09 22:17:12,pH Pump,0
MUW,2022-01-09 22:18:09,Conductivity Pump,0
MUW,2022-01-09 22:18:47,Heat Ex Comp,1
MUW,2022-01-09 22:19:49,Conductivity Pump,1
MUW,2022-01-09 22:20:52,pH Pump,1
MUW,2022-01-09 22:21:12,pH Pump,0
MUW,2022-01-09 22:22:49,Conductivity Pump,0
MUW,2022-01-09 22:24:52,pH Pump,1
MUW,2022-01-09 22:25:12,pH Pump,0
MUW,2022-01-09 22:28:52,pH Pump,1
MUW,2022-01-09 22:29:12,pH Pump,0
MUW,2022-01-09 22:32:52,pH Pump,1
MUW,2022-01-09 22:33:09,pH Pump,0
MUW,2022-01-09 22:36:15,Conductivity Pump,1
MUW,2022-01-09 22:39:14,Conductivity Pump,0
MUW,2022-01-09 22:40:55,Conductivity Pump,1
MUW,2022-01-09 22:43:54,Conductivity Pump,0
MUW,2022-01-09 22:45:35,Conductivity Pump,1
MUW,2022-01-09 22:48:35,Conductivity Pump,0
MUW,2022-01-09 22:50:15,Conductivity Pump,1
MUW,2022-01-09 22:53:15,Conductivity Pump,0
MUW,2022-01-09 22:54:55,Conductivity Pump,1
MUW,2022-01-09 22:57:54,Conductivity Pump,0
MUW,2022-01-09 22:59:35,Conductivity Pump,1
MUW,2022-01-09 23:01:57,Conductivity Pump,0
MUW,2022-01-09 23:04:30,Heat Ex Comp,0
MUW,2022-01-09 23:08:33,pH Pump,1
MUW,2022-01-09 23:08:53,pH Pump,0
MUW,2022-01-09 23:12:33,pH Pump,1
MUW,2022-01-09 23:12:53,pH Pump,0
MUW,2022-01-09 23:16:33,pH Pump,1
