Rack_Number,Date,Time,Level,Temperature,pH,Conductivity,Flow
Rack 12,11/30/2021,19:29:16,23.2,26.4,7.67,795,18
Rack 12,11/30/2021,19:30:16,23.2,26.4,7.67,795,17
Rack 12,11/30/2021,19:31:16,23.2,26.1,7.67,794,17
Rack 12,11/30/2021,19:32:16,23.1,26,7.66,793,18
Rack 12,11/30/2021,19:33:16,23.1,26,7.67,793,17
Rack 12,11/30/2021,19:34:16,23.1,26.1,7.67,794,18
Rack 12,11/30/2021,19:35:16,23.2,26.2,7.67,795,18
Rack 12,11/30/2021,19:36:16,23.2,26.2,7.67,795,17
Rack 12,11/30/2021,19:37:16,23.1,26.3,7.67,795,17
Rack 12,11/30/2021,19:38:16,23.2,26.3,7.67,795,17
Rack 12,11/30/2021,19:39:16,23.2,26.3,7.67,794,18
Rack 12,11/30/2021,19:40:16,23.1,26.3,7.67,794,18
Rack 12,11/30/2021,19:41:16,23.2,26.3,7.67,794,17
Rack 12,11/30/2021,19:42:16,23.2,26.3,7.67,794,17
Rack 12,11/30/2021,19:43:16,23.2,26.3,7.67,795,17
Rack 12,11/30/2021,19:44:16,23.1,26.4,7.67,795,17
Rack 12,11/30/2021,19:45:16,23.2,26.4,7.67,795,18
Rack 12,11/30/2021,19:46:17,23.3,26.4,7.67,795,17
Rack 12,11/30/2021,19:47:17,23.3,26.4,7.67,795,17
Rack 12,11/30/2021,19:48:16,23.2,26.4,7.67,795,17
Rack 12,11/30/2021,19:49:16,23.3,26.4,7.67,795,17
Rack 12,11/30/2021,19:50:16,23.2,26.4,7.67,797,18
Rack 12,11/30/2021,19:51:16,23.3,26.4,7.67,795,17
Rack 12,11/30/2021,19:52:16,23.3,26.4,7.64,795,17
Rack 12,11/30/2021,19:53:16,23.3,26.4,7.64,795,18
Rack 12,11/30/2021,19:54:16,23.3,26.4,7.67,796,17
Rack 12,11/30/2021,19:55:17,23.2,26.4,7.67,795,17
Rack 12,11/30/2021,19:56:17,23.3,26.3,7.67,795,17
Rack 12,11/30/2021,19:57:17,23.2,26,7.67,793,18
Rack 12,11/30/2021,19:58:17,23.3,25.9,7.67,791,17
Rack 12,11/30/2021,19:59:17,23.2,26,7.67,793,17
Rack 12,11/30/2021,20:00:17,23.3,26.1,7.67,795,17
Rack 12,11/30/2021,20:01:17,23.3,26.2,7.67,795,17
Rack 12,11/30/2021,20:02:17,23.3,26.2,7.67,795,17
Rack 12,11/30/2021,20:03:17,23.3,26.3,7.67,795,17
Rack 12,11/30/2021,20:04:17,23.2,26.2,7.67,795,17
Rack 12,11/30/2021,20:05:17,23.3,26.3,7.67,794,18
Rack 12,11/30/2021,20:06:17,23.3,26.3,7.67,794,17
Rack 12,11/30/2021,20:07:17,23.3,26.3,7.67,795,18
Rack 12,11/30/2021,20:08:17,23.2,26.3,7.67,795,18
Rack 12,11/30/2021,20:09:17,23.3,26.3,7.67,795,17
Rack 12,11/30/2021,20:10:17,23.3,26.3,7.67,795,17
Rack 12,11/30/2021,20:11:17,23.3,26.4,7.67,796,17
Rack 12,11/30/2021,20:12:17,23.3,26.4,7.67,795,17
Rack 12,11/30/2021,20:13:17,23.3,26.4,7.67,795,18
Rack 12,11/30/2021,20:14:17,23.2,26.4,7.67,795,18
Rack 12,11/30/2021,20:15:17,23.3,26.4,7.67,795,17
Rack 12,11/30/2021,20:16:17,23.3,26.4,7.67,795,18
Rack 12,11/30/2021,20:17:17,23.2,26.4,7.67,797,18
Rack 12,11/30/2021,20:18:17,23.3,26.4,7.67,797,17
Rack 12,11/30/2021,20:19:17,23.3,26.4,7.67,797,17
Rack 12,11/30/2021,20:20:17,23.3,26.4,7.67,797,17
Rack 12,11/30/2021,20:21:17,23.2,26.4,7.67,796,17
Rack 12,11/30/2021,20:22:17,23.3,26.4,7.67,797,17
Rack 12,11/30/2021,20:23:17,23.3,26.4,7.67,797,18
Rack 12,11/30/2021,20:24:17,23.3,26.4,7.67,797,17
Rack 12,11/30/2021,20:25:17,23.3,26.3,7.67,798,17
Rack 12,11/30/2021,20:26:17,23.3,26.1,7.67,794,18
Rack 12,11/30/2021,20:27:17,23.3,26,7.67,793,18
Rack 12,11/30/2021,20:28:17,23.2,26,7.67,794,18
Rack 12,11/30/2021,20:29:17,23.3,26.1,7.67,795,17
Rack 12,11/30/2021,20:30:17,23.3,26.2,7.67,795,17
Rack 12,11/30/2021,20:31:17,23.3,26.2,7.67,797,17
Rack 12,11/30/2021,20:32:17,23.3,26.3,7.67,795,17
Rack 12,11/30/2021,20:33:17,23.3,26.3,7.67,796,18
Rack 12,11/30/2021,20:34:17,23.4,26.3,7.66,794,17
Rack 12,11/30/2021,20:35:17,23.3,26.3,7.67,794,17
Rack 12,11/30/2021,20:36:18,23.3,26.3,7.67,794,18
Rack 12,11/30/2021,20:37:18,23.3,26.3,7.67,793,18
Rack 12,11/30/2021,20:38:18,23.3,26.3,7.67,794,17
Rack 12,11/30/2021,20:39:18,23.3,26.4,7.67,795,17
Rack 12,11/30/2021,20:40:17,23.3,26.4,7.64,795,17
Rack 12,11/30/2021,20:41:17,23.3,26.4,7.64,795,17
Rack 12,11/30/2021,20:42:17,23.2,26.4,7.64,796,17
Rack 12,11/30/2021,20:43:17,22.9,26.4,7.67,795,18
Rack 12,11/30/2021,20:44:17,22.6,26.4,7.64,795,18
Rack 12,11/30/2021,20:45:18,22.5,26.4,7.64,795,17
Rack 12,11/30/2021,20:46:18,22.4,26.4,7.64,794,18
Rack 12,11/30/2021,20:47:18,22.4,26.4,7.67,794,18
Rack 12,11/30/2021,20:48:18,22.3,26.4,7.64,794,17
Rack 12,11/30/2021,20:49:18,22.3,26.3,7.64,792,17
Rack 12,11/30/2021,20:50:18,22.2,26.3,7.67,793,18
Rack 12,11/30/2021,20:51:18,22.4,26.4,7.67,791,17
Rack 12,11/30/2021,20:52:18,22.6,26.3,7.64,793,17
Rack 12,11/30/2021,20:53:18,22.8,26.3,7.64,798,18
Rack 12,11/30/2021,20:54:18,22.9,26.4,7.64,800,18
Rack 12,11/30/2021,20:55:18,22.9,26.4,7.64,805,17
Rack 12,11/30/2021,20:56:18,23,26.4,7.64,807,17
Rack 12,11/30/2021,20:57:18,23,26.4,7.64,805,17
Rack 12,11/30/2021,20:58:18,23.1,26.4,7.64,804,17
Rack 12,11/30/2021,20:59:18,23.1,26.4,7.64,801,17
Rack 12,11/30/2021,21:00:18,23.1,26.4,7.64,801,18
Rack 12,11/30/2021,21:01:18,23.1,26.4,7.64,800,18
Rack 12,11/30/2021,21:02:18,23.1,26.4,7.64,802,17
Rack 12,11/30/2021,21:03:18,23.1,26.4,7.64,800,18
Rack 12,11/30/2021,21:04:18,23.1,26.2,7.64,801,17
Rack 12,11/30/2021,21:05:18,23.1,26,7.67,797,17
Rack 12,11/30/2021,21:06:18,23.1,25.9,7.67,796,18
Rack 12,11/30/2021,21:07:18,23.1,26.1,7.67,798,17
Rack 12,11/30/2021,21:08:18,23.2,26.1,7.67,800,18
Rack 12,11/30/2021,21:09:18,23.2,26.2,7.67,800,17
Rack 12,11/30/2021,21:10:18,23.1,26.2,7.67,799,17
Rack 12,11/30/2021,21:11:18,23.2,26.3,7.67,801,18
Rack 12,11/30/2021,21:12:18,23.2,26.3,7.67,800,17
Rack 12,11/30/2021,21:13:18,23.2,26.3,7.67,799,18
Rack 12,11/30/2021,21:14:18,23.2,26.3,7.67,798,17
Rack 12,11/30/2021,21:15:18,23.2,26.3,7.64,798,17
Rack 12,11/30/2021,21:16:18,23.2,26.3,7.64,798,17
Rack 12,11/30/2021,21:17:18,23.1,26.4,7.64,799,18
Rack 12,11/30/2021,21:18:18,23.2,26.4,7.64,798,17
Rack 12,11/30/2021,21:19:18,23.2,26.4,7.67,798,17
Rack 12,11/30/2021,21:20:18,23.2,26.4,7.64,798,17
Rack 12,11/30/2021,21:21:18,23.2,26.4,7.64,799,17
Rack 12,11/30/2021,21:22:18,23.2,26.4,7.67,798,17
Rack 12,11/30/2021,21:23:18,23.1,26.4,7.64,800,17
Rack 12,11/30/2021,21:24:18,23.1,26.4,7.67,800,17
Rack 12,11/30/2021,21:25:18,23.2,26.4,7.67,799,18
Rack 12,11/30/2021,21:26:18,23.2,26.4,7.64,799,17
Rack 12,11/30/2021,21:27:18,23.2,26.4,7.64,801,18
Rack 12,11/30/2021,21:28:18,23.2,26.4,7.64,801,17
Rack 12,11/30/2021,21:29:18,23.2,26.4,7.64,800,18
Rack 12,11/30/2021,21:30:18,23.2,26.4,7.64,801,17
Rack 12,11/30/2021,21:31:18,23.3,26.5,7.67,803,17
Rack 12,11/30/2021,21:32:19,23.3,26.3,7.67,800,18
Rack 12,11/30/2021,21:33:19,23.3,26.1,7.67,798,17
Rack 12,11/30/2021,21:34:19,23.3,25.9,7.67,794,17
Rack 12,11/30/2021,21:35:19,23.3,26,7.67,797,17
Rack 12,11/30/2021,21:36:19,23.3,26.1,7.67,798,17
Rack 12,11/30/2021,21:37:19,23.3,26.2,7.67,799,18
Rack 12,11/30/2021,21:38:19,23.3,26.2,7.67,801,17
Rack 12,11/30/2021,21:39:18,23.3,26.3,7.67,799,17
Rack 12,11/30/2021,21:40:18,23.3,26.3,7.67,799,17
Rack 12,11/30/2021,21:41:18,23.3,26.3,7.67,799,18
Rack 12,11/30/2021,21:42:18,23.3,26.3,7.67,800,17
Rack 12,11/30/2021,21:43:18,23.3,26.3,7.67,801,18
Rack 12,11/30/2021,21:44:18,23.3,26.3,7.67,799,17
Rack 12,11/30/2021,21:45:19,23.3,26.3,7.67,799,17
Rack 12,11/30/2021,21:46:19,23.3,26.3,7.67,801,18
Rack 12,11/30/2021,21:47:19,23.3,26.4,7.67,799,18
Rack 12,11/30/2021,21:48:19,23.3,26.4,7.67,800,17
Rack 12,11/30/2021,21:49:19,23.3,26.4,7.67,801,17
Rack 12,11/30/2021,21:50:19,23.4,26.4,7.67,800,18
Rack 12,11/30/2021,21:51:19,23.4,26.4,7.67,801,18
Rack 12,11/30/2021,21:52:19,23.4,26.4,7.67,801,17
Rack 12,11/30/2021,21:53:19,23.4,26.2,7.67,800,17
Rack 12,11/30/2021,21:54:19,23.4,26,7.67,798,17
Rack 12,11/30/2021,21:55:19,23.4,25.9,7.67,797,17
Rack 12,11/30/2021,21:56:19,23.4,26.1,7.7,797,17
Rack 12,11/30/2021,21:57:19,23.3,26.2,7.7,798,17
Rack 12,11/30/2021,21:58:19,23.3,26.2,7.67,800,17
Rack 12,11/30/2021,21:59:19,23.3,26.2,7.67,799,17
Rack 12,11/30/2021,22:00:19,23.3,26.3,7.67,800,18
Rack 12,11/30/2021,22:01:19,23.2,26.3,7.67,800,17
Rack 12,11/30/2021,22:02:19,23.3,26.3,7.67,801,17
Rack 12,11/30/2021,22:03:19,23.3,26.3,7.67,801,17
Rack 12,11/30/2021,22:04:19,23.3,26.3,7.67,801,17
Rack 12,11/30/2021,22:05:19,23.3,26.3,7.67,800,17
Rack 12,11/30/2021,22:06:19,23.3,26.3,7.67,799,17
Rack 12,11/30/2021,22:07:19,23.3,26.3,7.67,801,18
Rack 12,11/30/2021,22:08:19,23.3,26.3,7.67,801,17
Rack 12,11/30/2021,22:09:19,23.3,26.4,7.67,801,18
Rack 12,11/30/2021,22:10:19,23.3,26.4,7.67,801,17
Rack 12,11/30/2021,22:11:19,23.3,26.4,7.67,800,17
Rack 12,11/30/2021,22:12:19,23.3,26.4,7.67,800,17
Rack 12,11/30/2021,22:13:19,23.3,26.4,7.67,800,17
Rack 12,11/30/2021,22:14:19,23.3,26.4,7.67,799,18
Rack 12,11/30/2021,22:15:19,23.3,26.4,7.67,800,17
Rack 12,11/30/2021,22:16:19,23.2,26.4,7.67,801,17
Rack 12,11/30/2021,22:17:19,23.2,26.4,7.67,801,17
Rack 12,11/30/2021,22:18:19,23.3,26.4,7.67,801,17
Rack 12,11/30/2021,22:19:19,23.3,26.4,7.67,801,17
Rack 12,11/30/2021,22:20:20,23.3,26.4,7.67,801,18
Rack 12,11/30/2021,22:21:19,23.2,26.4,7.67,801,17
Rack 12,11/30/2021,22:22:19,23.2,26.2,7.67,801,17
Rack 12,11/30/2021,22:23:19,22.9,26,7.67,796,18
Rack 12,11/30/2021,22:24:19,22.7,25.9,7.67,795,18
Rack 12,11/30/2021,22:25:20,22.5,26.1,7.67,800,17
Rack 12,11/30/2021,22:26:20,22.4,26.1,7.67,798,18
Rack 12,11/30/2021,22:27:19,22.4,26.2,7.67,800,17
Rack 12,11/30/2021,22:28:20,22.3,26.2,7.67,798,17
Rack 12,11/30/2021,22:29:20,22.2,26.2,7.67,797,17
Rack 12,11/30/2021,22:30:20,22.3,26.2,7.67,797,17
Rack 12,11/30/2021,22:31:20,22.4,26.2,7.67,797,18
Rack 12,11/30/2021,22:32:19,22.6,26.3,7.67,797,18
Rack 12,11/30/2021,22:33:19,22.8,26.3,7.67,797,17
Rack 12,11/30/2021,22:34:20,22.9,26.3,7.67,797,18
Rack 12,11/30/2021,22:35:20,22.9,26.3,7.66,797,18
Rack 12,11/30/2021,22:36:20,23,26.3,7.67,797,18
Rack 12,11/30/2021,22:37:20,23,26.3,7.67,798,18
Rack 12,11/30/2021,22:38:20,23,26.3,7.67,798,17
Rack 12,11/30/2021,22:39:19,23,26.3,7.67,797,17
Rack 12,11/30/2021,22:40:20,23.1,26.4,7.67,797,17
Rack 12,11/30/2021,22:41:20,23.1,26.3,7.67,798,17
Rack 12,11/30/2021,22:42:20,23.1,26.4,7.67,797,17
Rack 12,11/30/2021,22:43:20,23.1,26.3,7.67,797,18
Rack 12,11/30/2021,22:44:20,23.1,26.4,7.67,797,17
Rack 12,11/30/2021,22:45:20,23.1,26.4,7.67,798,18
Rack 12,11/30/2021,22:46:20,23.1,26.4,7.67,795,17
Rack 12,11/30/2021,22:47:20,23.1,26.4,7.67,805,18
Rack 12,11/30/2021,22:48:20,23.1,26.4,7.67,798,18
Rack 12,11/30/2021,22:49:20,23.1,26.4,7.67,798,17
Rack 12,11/30/2021,22:50:20,23.1,26.4,7.67,797,17
Rack 12,11/30/2021,22:51:20,23.2,26.4,7.67,798,18
Rack 12,11/30/2021,22:52:20,23.2,26.4,7.67,798,17
Rack 12,11/30/2021,22:53:20,23.2,26.4,7.67,797,18
Rack 12,11/30/2021,22:54:20,23.1,26.4,7.67,797,17
Rack 12,11/30/2021,22:55:20,23.1,26.4,7.66,797,18
Rack 12,11/30/2021,22:56:20,23.1,26.2,7.67,797,17
Rack 12,11/30/2021,22:57:20,23.2,26,7.67,795,17
Rack 12,11/30/2021,22:58:20,23.2,25.9,7.67,795,17
Rack 12,11/30/2021,22:59:20,23.2,26.1,7.67,795,17
Rack 12,11/30/2021,23:00:20,23.2,26.2,7.67,797,17
Rack 12,11/30/2021,23:01:20,23.2,26.2,7.67,797,17
Rack 12,11/30/2021,23:02:20,23.2,26.3,7.66,800,17
Rack 12,11/30/2021,23:03:20,23.2,26.3,7.66,800,17
Rack 12,11/30/2021,23:04:20,23.2,26.3,7.67,798,18
Rack 12,11/30/2021,23:05:20,23.3,26.3,7.67,798,17
Rack 12,11/30/2021,23:06:20,23.3,26.3,7.67,799,18
Rack 12,11/30/2021,23:07:20,23.2,26.4,7.67,798,17
Rack 12,11/30/2021,23:08:20,23.3,26.4,7.64,798,18
Rack 12,11/30/2021,23:09:20,23.3,26.4,7.64,798,17
Rack 12,11/30/2021,23:10:20,23.3,26.4,7.64,798,17
Rack 12,11/30/2021,23:11:20,23.3,26.4,7.64,798,18
Rack 12,11/30/2021,23:12:20,23.2,26.4,7.64,798,18
Rack 12,11/30/2021,23:13:20,23.2,26.4,7.64,797,17
Rack 12,11/30/2021,23:14:21,23.3,26.4,7.64,797,17
Rack 12,11/30/2021,23:15:20,23.3,26.4,7.64,797,17
Rack 12,11/30/2021,23:16:20,23.2,26.4,7.64,797,18
Rack 12,11/30/2021,23:17:20,23.3,26.4,7.64,797,17
Rack 12,11/30/2021,23:18:20,23.3,26.4,7.66,798,17
Rack 12,11/30/2021,23:19:20,23.2,26.4,7.66,798,17
Rack 12,11/30/2021,23:20:21,23.2,26.4,7.66,798,17
Rack 12,11/30/2021,23:21:21,23.3,26.2,7.67,797,17
Rack 12,11/30/2021,23:22:20,23.3,26,7.67,794,17
Rack 12,11/30/2021,23:23:20,23.2,25.9,7.66,795,17
Rack 12,11/30/2021,23:24:21,23.2,26.1,7.66,795,17
Rack 12,11/30/2021,23:25:21,23.2,26.2,7.67,797,17
Rack 12,11/30/2021,23:26:20,23.3,26.2,7.67,798,18
Rack 12,11/30/2021,23:27:20,23.2,26.3,7.67,798,17
Rack 12,11/30/2021,23:28:21,23.3,26.3,7.67,798,17
Rack 12,11/30/2021,23:29:21,23.3,26.3,7.67,798,18
Rack 12,11/30/2021,23:30:21,23.3,26.3,7.67,797,17
Rack 12,11/30/2021,23:31:21,23.3,26.3,7.66,798,17
Rack 12,11/30/2021,23:32:21,23.3,26.4,7.66,799,17
Rack 12,11/30/2021,23:33:21,23.2,26.4,7.67,798,17
Rack 12,11/30/2021,23:34:21,23.2,26.4,7.67,797,17
Rack 12,11/30/2021,23:35:21,23.3,26.4,7.67,797,18
Rack 12,11/30/2021,23:36:21,23.3,26.4,7.67,798,17
Rack 12,11/30/2021,23:37:21,23.3,26.4,7.66,798,17
Rack 12,11/30/2021,23:38:21,23.2,26.4,7.66,798,18
Rack 12,11/30/2021,23:39:21,23.3,26.4,7.66,798,17
Rack 12,11/30/2021,23:40:21,23.3,26.4,7.67,798,17
Rack 12,11/30/2021,23:41:21,23.3,26.4,7.64,798,17
Rack 12,11/30/2021,23:42:21,23.3,26.4,7.64,798,18
Rack 12,11/30/2021,23:43:21,23.3,26.4,7.67,798,17
Rack 12,11/30/2021,23:44:21,23.2,26.4,7.64,798,17
Rack 12,11/30/2021,23:45:21,23.2,26.2,7.67,798,17
Rack 12,11/30/2021,23:46:21,23.2,26,7.67,797,17
Rack 12,11/30/2021,23:47:21,23.2,25.9,7.67,794,18
Rack 12,11/30/2021,23:48:21,23.2,26.1,7.66,795,17
Rack 12,11/30/2021,23:49:21,23.2,26.1,7.66,798,17
Rack 12,11/30/2021,23:50:21,23.3,26.2,7.67,797,17
Rack 12,11/30/2021,23:51:21,23.3,26.3,7.66,798,17
Rack 12,11/30/2021,23:52:21,23.3,26.3,7.67,797,17
Rack 12,11/30/2021,23:53:21,23.3,26.3,7.67,797,18
Rack 12,11/30/2021,23:54:21,23.3,26.3,7.66,797,18
Rack 12,11/30/2021,23:55:21,23.2,26.3,7.66,797,17
Rack 12,11/30/2021,23:56:23,23.3,26.3,7.66,797,17
Rack 12,11/30/2021,23:57:23,23.2,26.3,7.67,797,17
Rack 12,11/30/2021,23:58:23,23.2,26.3,7.67,798,17
Rack 12,11/30/2021,23:59:23,23.3,26.4,7.64,798,17
Rack 12,12/1/2021,0:00:23,23.3,26.4,7.64,798,18
Rack 12,12/1/2021,0:01:23,23.3,26.4,7.64,797,17
Rack 12,12/1/2021,0:02:23,23.3,26.4,7.67,798,17
Rack 12,12/1/2021,0:03:23,22.9,26.4,7.67,798,17
Rack 12,12/1/2021,0:04:23,22.7,26.4,7.67,798,17
Rack 12,12/1/2021,0:05:23,22.5,26.4,7.67,798,18
Rack 12,12/1/2021,0:06:23,22.4,26.4,7.67,797,17
Rack 12,12/1/2021,0:07:23,22.3,26.4,7.67,795,17
Rack 12,12/1/2021,0:08:23,22.3,26.4,7.67,795,17
Rack 12,12/1/2021,0:09:23,22.3,26.4,7.66,795,17
Rack 12,12/1/2021,0:10:23,22.2,26.4,7.67,794,17
Rack 12,12/1/2021,0:11:23,22.4,26.4,7.67,794,17
Rack 12,12/1/2021,0:12:23,22.6,26.4,7.66,794,17
Rack 12,12/1/2021,0:13:23,22.8,26.4,7.67,792,17
Rack 12,12/1/2021,0:14:23,22.8,26.4,7.66,794,17
Rack 12,12/1/2021,0:15:23,22.9,26.4,7.67,794,18
Rack 12,12/1/2021,0:16:23,22.9,26.4,7.67,795,17
Rack 12,12/1/2021,0:17:23,23,26.4,7.67,795,18
Rack 12,12/1/2021,0:18:23,23.2,26.3,7.64,795,17
Rack 12,12/1/2021,0:19:23,23.1,26.1,7.67,794,17
Rack 12,12/1/2021,0:20:23,23.1,25.9,7.66,791,17
Rack 12,12/1/2021,0:21:23,23,26,7.66,791,18
Rack 12,12/1/2021,0:22:23,23.1,26.1,7.67,795,18
Rack 12,12/1/2021,0:23:23,23.1,26.2,7.67,802,18
Rack 12,12/1/2021,0:24:23,23.2,26.2,7.67,810,17
Rack 12,12/1/2021,0:25:23,23.1,26.3,7.67,809,17
Rack 12,12/1/2021,0:26:23,23.2,26.3,7.66,807,18
Rack 12,12/1/2021,0:27:24,23.1,26.3,7.67,807,18
Rack 12,12/1/2021,0:28:24,23.2,26.3,7.64,805,18
Rack 12,12/1/2021,0:29:23,23.2,26.3,7.67,803,18
Rack 12,12/1/2021,0:30:23,23.2,26.3,7.67,803,17
Rack 12,12/1/2021,0:31:23,23.2,26.3,7.67,802,17
Rack 12,12/1/2021,0:32:24,23.1,26.4,7.67,802,17
Rack 12,12/1/2021,0:33:24,23.2,26.4,7.66,802,17
Rack 12,12/1/2021,0:34:24,23.2,26.4,7.66,802,17
Rack 12,12/1/2021,0:35:23,23.1,26.4,7.64,803,18
Rack 12,12/1/2021,0:36:23,23.2,26.4,7.64,801,18
Rack 12,12/1/2021,0:37:24,23.2,26.4,7.64,801,17
Rack 12,12/1/2021,0:38:24,23.1,26.4,7.66,801,17
Rack 12,12/1/2021,0:39:24,23.2,26.4,7.64,801,17
Rack 12,12/1/2021,0:40:24,23.2,26.1,7.67,799,18
Rack 12,12/1/2021,0:41:24,23.2,25.9,7.67,798,17
Rack 12,12/1/2021,0:42:24,23.2,26,7.67,801,18
Rack 12,12/1/2021,0:43:24,23.2,26.1,7.67,799,18
Rack 12,12/1/2021,0:44:24,23.2,26.2,7.66,801,17
Rack 12,12/1/2021,0:45:24,23.2,26.2,7.67,803,18
Rack 12,12/1/2021,0:46:24,23.2,26.3,7.66,802,17
Rack 12,12/1/2021,0:47:24,23.2,26.3,7.66,802,17
Rack 12,12/1/2021,0:48:24,23.2,26.3,7.66,802,18
Rack 12,12/1/2021,0:49:24,23.2,26.3,7.67,802,18
Rack 12,12/1/2021,0:50:24,23.2,26.3,7.64,803,17
Rack 12,12/1/2021,0:51:24,23.3,26.3,7.64,802,17
Rack 12,12/1/2021,0:52:24,23.2,26.3,7.64,801,17
Rack 12,12/1/2021,0:53:24,23.2,26.3,7.65,802,17
Rack 12,12/1/2021,0:54:24,23.2,26.3,7.64,801,17
Rack 12,12/1/2021,0:55:24,23.2,26.4,7.64,803,17
Rack 12,12/1/2021,0:56:24,23.2,26.4,7.64,802,17
Rack 12,12/1/2021,0:57:24,23.2,26.4,7.67,801,17
Rack 12,12/1/2021,0:58:24,23.3,26.4,7.64,801,17
Rack 12,12/1/2021,0:59:24,23.2,26.4,7.64,801,17
Rack 12,12/1/2021,1:00:24,23.2,26.4,7.64,802,17
Rack 12,12/1/2021,1:01:24,23.3,26.4,7.64,801,18
Rack 12,12/1/2021,1:02:24,23.3,26.4,7.64,802,18
Rack 12,12/1/2021,1:03:24,23.2,26.4,7.64,801,17
Rack 12,12/1/2021,1:04:24,23.3,26.4,7.64,801,18
Rack 12,12/1/2021,1:05:24,23.3,26.4,7.64,803,18
Rack 12,12/1/2021,1:06:24,23.2,26.5,7.64,803,17
Rack 12,12/1/2021,1:07:24,23.1,26.2,7.64,801,18
Rack 12,12/1/2021,1:08:24,23.1,26,7.64,799,17
Rack 12,12/1/2021,1:09:24,23.1,25.9,7.66,799,17
Rack 12,12/1/2021,1:10:24,23.2,26.1,7.66,801,17
Rack 12,12/1/2021,1:11:24,23.2,26.2,7.66,801,17
Rack 12,12/1/2021,1:12:24,23.2,26.2,7.67,803,17
Rack 12,12/1/2021,1:13:24,23.3,26.3,7.66,804,17
Rack 12,12/1/2021,1:14:24,23.3,26.3,7.64,802,17
Rack 12,12/1/2021,1:15:25,23.3,26.3,7.67,802,17
Rack 12,12/1/2021,1:16:24,23.3,26.3,7.64,802,17
Rack 12,12/1/2021,1:17:24,23.3,26.3,7.64,802,17
Rack 12,12/1/2021,1:18:24,23.3,26.3,7.64,803,17
Rack 12,12/1/2021,1:19:24,23.2,26.3,7.64,802,17
Rack 12,12/1/2021,1:20:25,23.3,26.4,7.64,803,17
Rack 12,12/1/2021,1:21:24,23.3,26.4,7.64,801,18
Rack 12,12/1/2021,1:22:24,23.3,26.4,7.64,801,17
Rack 12,12/1/2021,1:23:24,23.3,26.4,7.64,802,17
Rack 12,12/1/2021,1:24:25,23.2,26.4,7.64,802,18
Rack 12,12/1/2021,1:25:25,23.2,26.4,7.64,802,18
Rack 12,12/1/2021,1:26:25,23.2,26.4,7.64,801,17
Rack 12,12/1/2021,1:27:24,23.2,26.4,7.64,801,17
Rack 12,12/1/2021,1:28:24,23.3,26.4,7.64,802,18
Rack 12,12/1/2021,1:29:25,23.3,26.4,7.64,801,17
Rack 12,12/1/2021,1:30:25,23.3,26.4,7.64,801,18
Rack 12,12/1/2021,1:31:25,23.3,26.4,7.64,801,17
Rack 12,12/1/2021,1:32:24,23.2,26.4,7.64,801,17
Rack 12,12/1/2021,1:33:25,23.2,26.3,7.64,801,17
Rack 12,12/1/2021,1:34:25,23.3,26,7.64,801,17
Rack 12,12/1/2021,1:35:25,23.2,25.9,7.64,798,17
Rack 12,12/1/2021,1:36:25,23.3,26.1,7.67,801,17
Rack 12,12/1/2021,1:37:25,23.2,26.1,7.67,801,17
Rack 12,12/1/2021,1:38:25,23.3,26.2,7.66,802,18
Rack 12,12/1/2021,1:39:25,23.2,26.3,7.67,803,17
Rack 12,12/1/2021,1:40:25,23.3,26.3,7.64,802,17
Rack 12,12/1/2021,1:41:25,23.2,26.3,7.64,802,17
Rack 12,12/1/2021,1:42:25,23.2,26.3,7.64,802,17
Rack 12,12/1/2021,1:43:25,22.9,26.3,7.64,802,17
Rack 12,12/1/2021,1:44:25,22.6,26.4,7.64,802,17
Rack 12,12/1/2021,1:45:25,22.5,26.4,7.64,801,17
Rack 12,12/1/2021,1:46:25,22.4,26.3,7.64,801,17
Rack 12,12/1/2021,1:47:25,22.4,26.3,7.64,799,18
Rack 12,12/1/2021,1:48:25,22.2,26.3,7.64,800,17
Rack 12,12/1/2021,1:49:25,22.3,26.3,7.67,801,18
Rack 12,12/1/2021,1:50:25,22.3,26.3,7.64,798,17
Rack 12,12/1/2021,1:51:25,22.4,26.3,7.64,798,17
Rack 12,12/1/2021,1:52:25,22.7,26.3,7.64,800,17
Rack 12,12/1/2021,1:53:25,22.8,26.3,7.67,798,17
Rack 12,12/1/2021,1:54:25,22.9,26.4,7.64,798,17
Rack 12,12/1/2021,1:55:25,22.9,26.4,7.64,797,17
Rack 12,12/1/2021,1:56:25,23,26.4,7.64,799,17
Rack 12,12/1/2021,1:57:25,23,26.4,7.64,799,17
Rack 12,12/1/2021,1:58:25,23,26.4,7.64,798,18
Rack 12,12/1/2021,1:59:25,23.1,26.4,7.64,800,17
Rack 12,12/1/2021,2:00:25,23.1,26.4,7.64,798,17
Rack 12,12/1/2021,2:01:25,23,26.4,7.64,799,18
Rack 12,12/1/2021,2:02:25,23.1,26.4,7.64,798,17
Rack 12,12/1/2021,2:03:25,23.1,26.1,7.64,798,17
Rack 12,12/1/2021,2:04:25,23.1,25.9,7.67,797,17
Rack 12,12/1/2021,2:05:26,23.1,26,7.67,797,17
Rack 12,12/1/2021,2:06:25,23.1,26.1,7.66,797,18
Rack 12,12/1/2021,2:07:25,23.2,26.2,7.66,799,18
Rack 12,12/1/2021,2:08:25,23.1,26.2,7.64,798,17
