Rack_Number,Date,Time,Month,Year,Level,Temperature,pH,Conductivity,Flow
Rack 12,12/1/2021,7:39:31,2021-12,2021,23.3,26.4,7.61,798,17
Rack 12,12/1/2021,7:40:32,2021-12,2021,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,7:41:32,2021-12,2021,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,7:42:32,2021-12,2021,23.3,26.4,7.58,798,17
Rack 12,12/1/2021,7:43:31,2021-12,2021,23.3,26.4,7.58,801,17
Rack 12,12/1/2021,7:44:32,2021-12,2021,23.3,26.2,7.58,798,17
Rack 12,12/1/2021,7:45:32,2021-12,2021,23.3,26,7.58,797,17
Rack 12,12/1/2021,7:46:32,2021-12,2021,23.3,25.9,7.58,797,17
Rack 12,12/1/2021,7:47:32,2021-12,2021,23.3,26.1,7.58,797,17
Rack 12,12/1/2021,7:48:32,2021-12,2021,23.3,26.2,7.58,798,17
Rack 12,12/1/2021,7:49:32,2021-12,2021,23.3,26.2,7.58,799,17
Rack 12,12/1/2021,7:50:32,2021-12,2021,23.3,26.3,7.58,799,18
Rack 12,12/1/2021,7:51:32,2021-12,2021,23.3,26.3,7.58,800,18
Rack 12,12/1/2021,7:52:32,2021-12,2021,23.3,26.3,7.58,799,17
Rack 12,12/1/2021,7:53:32,2021-12,2021,23.3,26.3,7.58,799,17
Rack 12,12/1/2021,7:54:32,2021-12,2021,23.3,26.3,7.58,801,17
Rack 12,12/1/2021,7:55:32,2021-12,2021,23.3,26.3,7.58,799,17
Rack 12,12/1/2021,7:56:32,2021-12,2021,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,7:57:32,2021-12,2021,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,7:58:32,2021-12,2021,23.3,26.4,7.58,798,17
Rack 12,12/1/2021,7:59:32,2021-12,2021,23.3,26.4,7.58,799,18
Rack 12,12/1/2021,8:00:32,2021-12,2021,23.3,26.4,7.58,799,18
Rack 12,12/1/2021,8:01:32,2021-12,2021,23.3,26.4,7.58,798,18
Rack 12,12/1/2021,8:02:32,2021-12,2021,23.3,26.4,7.58,798,17
Rack 12,12/1/2021,8:03:32,2021-12,2021,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,8:04:32,2021-12,2021,23.2,26.4,7.58,799,17
Rack 12,12/1/2021,8:05:32,2021-12,2021,23.1,26.4,7.59,799,18
Rack 12,12/1/2021,8:06:32,2021-12,2021,23.2,26.4,7.58,800,18
Rack 12,12/1/2021,8:07:32,2021-12,2021,23.2,26.4,7.58,800,17
Rack 12,12/1/2021,8:08:32,2021-12,2021,23.3,26.4,7.58,800,17
Rack 12,12/1/2021,8:09:32,2021-12,2021,23.3,26.5,7.59,801,17
Rack 12,12/1/2021,8:10:32,2021-12,2021,23.3,26.3,7.61,801,17
Rack 12,12/1/2021,8:11:32,2021-12,2021,23.3,26.1,7.61,800,18
Rack 12,12/1/2021,8:12:32,2021-12,2021,23.3,25.9,7.61,800,17
Rack 12,12/1/2021,8:13:32,2021-12,2021,23.3,26,7.64,798,17
Rack 12,12/1/2021,8:14:32,2021-12,2021,23.3,26.1,7.64,801,17
Rack 12,12/1/2021,8:15:32,2021-12,2021,23.3,26.2,7.64,801,17
Rack 12,12/1/2021,8:16:32,2021-12,2021,23.4,26.2,7.64,803,17
Rack 12,12/1/2021,8:17:32,2021-12,2021,23.3,26.3,7.64,802,18
Rack 12,12/1/2021,8:18:32,2021-12,2021,23.3,26.3,7.64,803,18
Rack 12,12/1/2021,8:19:32,2021-12,2021,23.3,26.3,7.64,802,17
Rack 12,12/1/2021,8:20:32,2021-12,2021,23.3,26.3,7.64,803,17
Rack 12,12/1/2021,8:21:33,2021-12,2021,23.2,26.4,7.64,804,17
Rack 12,12/1/2021,8:22:32,2021-12,2021,23.1,26.4,7.64,803,18
Rack 12,12/1/2021,8:23:33,2021-12,2021,22.8,26.4,7.64,803,17
Rack 12,12/1/2021,8:24:32,2021-12,2021,22.6,26.4,7.64,803,17
Rack 12,12/1/2021,8:25:32,2021-12,2021,22.5,26.4,7.67,803,17
Rack 12,12/1/2021,8:26:33,2021-12,2021,22.4,26.3,7.67,803,18
Rack 12,12/1/2021,8:27:33,2021-12,2021,22.3,26.3,7.67,801,18
Rack 12,12/1/2021,8:28:32,2021-12,2021,22.3,26.3,7.66,801,18
Rack 12,12/1/2021,8:29:33,2021-12,2021,22.3,26.3,7.67,799,18
Rack 12,12/1/2021,8:30:33,2021-12,2021,22.2,26.3,7.66,799,17
Rack 12,12/1/2021,8:31:32,2021-12,2021,22.4,26.3,7.64,798,17
Rack 12,12/1/2021,8:32:33,2021-12,2021,22.8,26.3,7.64,800,17
Rack 12,12/1/2021,8:33:33,2021-12,2021,23.3,26.4,7.66,799,18
Rack 12,12/1/2021,8:34:33,2021-12,2021,23.4,26.4,7.67,799,18
Rack 12,12/1/2021,8:35:32,2021-12,2021,23.5,26.4,7.67,799,17
Rack 12,12/1/2021,8:36:33,2021-12,2021,23.5,26.4,7.66,799,18
Rack 12,12/1/2021,8:37:33,2021-12,2021,23.5,26.4,7.67,801,18
Rack 12,12/1/2021,8:38:33,2021-12,2021,23.5,26.4,7.67,799,17
Rack 12,12/1/2021,8:39:33,2021-12,2021,23.5,26.5,7.69,799,18
Rack 12,12/1/2021,8:40:33,2021-12,2021,23.5,26.2,7.69,799,17
Rack 12,12/1/2021,8:41:33,2021-12,2021,23.6,26,7.69,798,17
Rack 12,12/1/2021,8:42:33,2021-12,2021,23.5,25.9,7.69,798,17
Rack 12,12/1/2021,8:43:33,2021-12,2021,23.6,26,7.69,798,17
Rack 12,12/1/2021,8:44:33,2021-12,2021,23.6,26.1,7.69,798,18
Rack 12,12/1/2021,8:45:33,2021-12,2021,23.5,26.2,7.69,799,17
Rack 12,12/1/2021,8:46:33,2021-12,2021,23.6,26.2,7.69,800,17
Rack 12,12/1/2021,8:47:33,2021-12,2021,23.6,26.2,7.69,801,17
Rack 12,12/1/2021,8:48:33,2021-12,2021,23.6,26.3,7.69,801,17
Rack 12,12/1/2021,8:49:33,2021-12,2021,23.5,26.3,7.69,803,18
Rack 12,12/1/2021,8:50:33,2021-12,2021,23.6,26.3,7.69,800,18
Rack 12,12/1/2021,8:51:33,2021-12,2021,23.6,26.3,7.69,800,17
Rack 12,12/1/2021,8:52:33,2021-12,2021,23.6,26.3,7.72,801,17
Rack 12,12/1/2021,8:53:33,2021-12,2021,23.6,26.3,7.72,802,17
Rack 12,12/1/2021,8:54:33,2021-12,2021,23.6,26.4,7.69,799,18
Rack 12,12/1/2021,8:55:33,2021-12,2021,23.6,26.4,7.69,801,18
Rack 12,12/1/2021,8:56:33,2021-12,2021,23.6,26.4,7.69,800,17
Rack 12,12/1/2021,8:57:33,2021-12,2021,23.6,26.4,7.69,801,17
Rack 12,12/1/2021,8:58:33,2021-12,2021,23.6,26.4,7.69,801,18
Rack 12,12/1/2021,8:59:33,2021-12,2021,23.5,26.4,7.69,801,18
Rack 12,12/1/2021,9:00:33,2021-12,2021,23.6,26.4,7.69,802,17
Rack 12,12/1/2021,9:01:33,2021-12,2021,23.6,26.2,7.69,801,17
Rack 12,12/1/2021,9:02:33,2021-12,2021,23.6,26,7.69,798,18
Rack 12,12/1/2021,9:03:33,2021-12,2021,23.6,25.9,7.69,797,17
Rack 12,12/1/2021,9:04:33,2021-12,2021,23.6,26,7.72,797,18
Rack 12,12/1/2021,9:05:33,2021-12,2021,23.6,26.1,7.72,799,18
Rack 12,12/1/2021,9:06:33,2021-12,2021,23.6,26.2,7.72,802,18
Rack 12,12/1/2021,9:07:33,2021-12,2021,23.6,26.2,7.72,802,18
Rack 12,12/1/2021,9:08:33,2021-12,2021,23.6,26.3,7.72,801,17
Rack 12,12/1/2021,9:09:33,2021-12,2021,23.6,26.3,7.72,802,18
Rack 12,12/1/2021,9:10:34,2021-12,2021,23.5,26.3,7.72,801,18
Rack 12,12/1/2021,9:11:33,2021-12,2021,23.4,26.3,7.72,801,18
Rack 12,12/1/2021,9:12:33,2021-12,2021,23.5,26.3,7.72,802,17
Rack 12,12/1/2021,9:13:33,2021-12,2021,23.4,26.3,7.72,801,17
Rack 12,12/1/2021,9:14:33,2021-12,2021,23.4,26.4,7.72,801,17
Rack 12,12/1/2021,9:15:34,2021-12,2021,23.4,26.4,7.69,801,17
Rack 12,12/1/2021,9:16:34,2021-12,2021,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,9:17:33,2021-12,2021,23.3,26.4,7.58,801,17
Rack 12,12/1/2021,9:18:33,2021-12,2021,23.3,26.4,7.58,801,18
Rack 12,12/1/2021,9:19:33,2021-12,2021,23.2,26.4,7.55,801,17
Rack 12,12/1/2021,9:20:33,2021-12,2021,22.9,26.3,7.56,801,17
Rack 12,12/1/2021,9:21:34,2021-12,2021,22.7,26.1,7.56,800,18
Rack 12,12/1/2021,9:22:34,2021-12,2021,22.7,25.9,7.56,798,17
Rack 12,12/1/2021,9:23:34,2021-12,2021,22.9,25.9,7.56,799,18
Rack 12,12/1/2021,9:24:34,2021-12,2021,22.2,26.1,7.56,798,18
Rack 12,12/1/2021,9:25:34,2021-12,2021,22.5,26.1,7.56,800,17
Rack 12,12/1/2021,9:26:34,2021-12,2021,22.7,26.1,7.56,801,17
Rack 12,12/1/2021,9:27:34,2021-12,2021,22.8,26.2,7.56,801,17
Rack 12,12/1/2021,9:28:34,2021-12,2021,22.9,26.2,7.56,800,17
Rack 12,12/1/2021,9:29:34,2021-12,2021,23,26.2,7.53,801,17
Rack 12,12/1/2021,9:30:34,2021-12,2021,23,26.2,7.53,802,18
Rack 12,12/1/2021,9:31:34,2021-12,2021,23.1,26.3,7.53,802,18
Rack 12,12/1/2021,9:32:34,2021-12,2021,23,26.3,7.53,803,17
Rack 12,12/1/2021,9:33:34,2021-12,2021,23,26.3,7.53,805,17
Rack 12,12/1/2021,9:34:34,2021-12,2021,23,26.3,7.53,805,17
Rack 12,12/1/2021,9:35:34,2021-12,2021,23.1,26.3,7.53,803,17
Rack 12,12/1/2021,9:36:34,2021-12,2021,23.1,26.3,7.53,804,17
Rack 12,12/1/2021,9:37:34,2021-12,2021,23.1,26.3,7.53,805,17
Rack 12,12/1/2021,9:38:34,2021-12,2021,23.2,26.3,7.53,803,17
Rack 12,12/1/2021,9:39:34,2021-12,2021,23.2,26.3,7.53,805,17
Rack 12,12/1/2021,9:40:34,2021-12,2021,23.2,26.3,7.53,805,17
Rack 12,12/1/2021,9:41:34,2021-12,2021,23.1,26.3,7.53,807,17
Rack 12,12/1/2021,9:42:34,2021-12,2021,23.2,26.3,7.56,805,17
Rack 12,12/1/2021,9:43:34,2021-12,2021,23.3,26.3,7.56,803,18
Rack 12,12/1/2021,9:44:34,2021-12,2021,23.3,26.3,7.56,803,17
Rack 12,12/1/2021,9:45:34,2021-12,2021,23.3,26.4,7.56,805,18
Rack 12,12/1/2021,9:46:34,2021-12,2021,23.3,26.4,7.56,805,17
Rack 12,12/1/2021,9:47:34,2021-12,2021,23.3,26.4,7.56,805,18
Rack 12,12/1/2021,9:48:34,2021-12,2021,23.3,26.4,7.56,806,17
Rack 12,12/1/2021,9:49:34,2021-12,2021,23.2,26.4,7.56,805,17
Rack 12,12/1/2021,9:50:34,2021-12,2021,23.2,26.4,7.56,805,17
Rack 12,12/1/2021,9:51:34,2021-12,2021,23.3,26.4,7.56,805,16
Rack 12,12/1/2021,9:52:34,2021-12,2021,23.2,26.4,7.56,807,17
Rack 12,12/1/2021,9:53:34,2021-12,2021,23.3,26.4,7.56,807,18
Rack 12,12/1/2021,9:54:34,2021-12,2021,23.3,26.4,7.56,806,18
Rack 12,12/1/2021,9:55:34,2021-12,2021,23.3,26.4,7.55,805,17
Rack 12,12/1/2021,9:56:34,2021-12,2021,23.3,26.4,7.58,808,17
Rack 12,12/1/2021,9:57:34,2021-12,2021,23.3,26.2,7.58,807,18
Rack 12,12/1/2021,9:58:34,2021-12,2021,23.3,26,7.58,805,17
Rack 12,12/1/2021,9:59:34,2021-12,2021,23.3,26,7.58,803,17
Rack 12,12/1/2021,10:00:34,2021-12,2021,23.3,26.1,7.58,805,17
Rack 12,12/1/2021,10:01:34,2021-12,2021,23.3,26.2,7.61,808,17
Rack 12,12/1/2021,10:02:34,2021-12,2021,23.1,26.2,7.61,807,17
Rack 12,12/1/2021,10:03:34,2021-12,2021,22.7,26.3,7.61,807,17
Rack 12,12/1/2021,10:04:34,2021-12,2021,22.6,26.3,7.61,808,17
Rack 12,12/1/2021,10:05:34,2021-12,2021,22.5,26.3,7.61,808,17
Rack 12,12/1/2021,10:06:35,2021-12,2021,22.3,26.3,7.61,808,18
Rack 12,12/1/2021,10:07:35,2021-12,2021,22.3,26.3,7.61,807,17
Rack 12,12/1/2021,10:08:35,2021-12,2021,22.3,26.3,7.61,808,17
Rack 12,12/1/2021,10:09:35,2021-12,2021,22.3,26.3,7.61,807,17
Rack 12,12/1/2021,10:10:34,2021-12,2021,22.2,26.3,7.61,807,17
Rack 12,12/1/2021,10:11:34,2021-12,2021,22.5,26.3,7.61,805,17
Rack 12,12/1/2021,10:12:34,2021-12,2021,22.7,26.3,7.61,807,18
Rack 12,12/1/2021,10:13:34,2021-12,2021,22.8,26.3,7.61,807,17
Rack 12,12/1/2021,10:14:34,2021-12,2021,23,26.3,7.64,807,17
Rack 12,12/1/2021,10:15:35,2021-12,2021,22.9,26.3,7.64,805,17
Rack 12,12/1/2021,10:16:35,2021-12,2021,22.9,26.3,7.64,806,17
Rack 12,12/1/2021,10:17:34,2021-12,2021,23.1,26.4,7.64,807,17
Rack 12,12/1/2021,10:18:34,2021-12,2021,23.1,26.4,7.64,807,17
Rack 12,12/1/2021,10:19:34,2021-12,2021,23,26.4,7.64,806,17
Rack 12,12/1/2021,10:20:35,2021-12,2021,23.1,26.4,7.64,807,17
Rack 12,12/1/2021,10:21:35,2021-12,2021,23.2,26.4,7.64,808,18
Rack 12,12/1/2021,10:22:35,2021-12,2021,23.2,26.4,7.64,807,17
Rack 12,12/1/2021,10:23:35,2021-12,2021,23.2,26.4,7.64,807,18
Rack 12,12/1/2021,10:24:35,2021-12,2021,23.2,26.4,7.64,808,17
Rack 12,12/1/2021,10:25:35,2021-12,2021,23.1,26.4,7.64,809,17
Rack 12,12/1/2021,10:26:34,2021-12,2021,23.1,26.4,7.64,808,17
Rack 12,12/1/2021,10:27:35,2021-12,2021,23.2,26.3,7.64,808,17
Rack 12,12/1/2021,10:28:35,2021-12,2021,23.1,26,7.64,808,18
Rack 12,12/1/2021,10:29:35,2021-12,2021,23,25.9,7.67,807,18
Rack 12,12/1/2021,10:30:35,2021-12,2021,23.1,26,7.67,807,17
Rack 12,12/1/2021,10:31:35,2021-12,2021,23.2,26.1,7.67,807,17
Rack 12,12/1/2021,10:32:35,2021-12,2021,23.1,26.2,7.66,807,17
Rack 12,12/1/2021,10:33:35,2021-12,2021,23.3,26.3,7.67,807,17
Rack 12,12/1/2021,10:34:35,2021-12,2021,23.2,26.3,7.64,808,18
Rack 12,12/1/2021,10:35:35,2021-12,2021,23.3,26.3,7.64,809,17
Rack 12,12/1/2021,10:36:35,2021-12,2021,23.3,26.3,7.64,811,17
Rack 12,12/1/2021,10:37:35,2021-12,2021,23.3,26.3,7.64,810,17
Rack 12,12/1/2021,10:38:35,2021-12,2021,23.3,26.3,7.64,809,17
Rack 12,12/1/2021,10:39:35,2021-12,2021,23.2,26.4,7.64,809,17
Rack 12,12/1/2021,10:40:35,2021-12,2021,23.3,26.4,7.64,809,18
Rack 12,12/1/2021,10:41:35,2021-12,2021,23.2,26.4,7.64,807,18
Rack 12,12/1/2021,10:42:35,2021-12,2021,23.1,26.4,7.64,811,18
Rack 12,12/1/2021,10:43:35,2021-12,2021,26.8,26.4,7.64,809,18
Rack 12,12/1/2021,10:44:35,2021-12,2021,27.2,26.5,7.67,809,18
Rack 12,12/1/2021,10:45:35,2021-12,2021,27.3,26.6,7.72,811,17
Rack 12,12/1/2021,10:46:35,2021-12,2021,27.4,26.6,7.8,809,18
Rack 12,12/1/2021,10:47:35,2021-12,2021,27.5,26.7,7.8,809,18
Rack 12,12/1/2021,10:48:35,2021-12,2021,27.5,26.7,7.83,809,18
Rack 12,12/1/2021,10:49:35,2021-12,2021,27.5,26.7,7.83,809,17
Rack 12,12/1/2021,10:50:35,2021-12,2021,27.6,26.7,7.83,808,18
Rack 12,12/1/2021,10:51:35,2021-12,2021,27.6,26.5,7.83,805,17
Rack 12,12/1/2021,10:52:35,2021-12,2021,27.6,26.3,7.83,805,17
Rack 12,12/1/2021,10:53:35,2021-12,2021,27.5,26.2,7.83,805,17
Rack 12,12/1/2021,10:54:35,2021-12,2021,27.6,26,7.83,805,18
Rack 12,12/1/2021,10:55:35,2021-12,2021,27.6,25.8,7.85,805,18
Rack 12,12/1/2021,10:56:35,2021-12,2021,27.6,25.6,7.86,803,17
Rack 12,12/1/2021,10:57:35,2021-12,2021,27.6,25.5,7.86,803,18
Rack 12,12/1/2021,10:58:35,2021-12,2021,27.7,25.3,7.88,805,17
Rack 12,12/1/2021,10:59:35,2021-12,2021,27.6,25.2,7.88,805,18
Rack 12,12/1/2021,11:00:35,2021-12,2021,27.6,25.2,7.91,807,18
Rack 12,12/1/2021,11:01:35,2021-12,2021,27.7,25.2,7.91,807,17
Rack 12,12/1/2021,11:02:35,2021-12,2021,27.7,25.2,7.91,807,18
Rack 12,12/1/2021,11:03:35,2021-12,2021,27.6,25.2,7.91,806,17
Rack 12,12/1/2021,11:04:35,2021-12,2021,27.7,25.3,7.91,807,17
Rack 12,12/1/2021,11:05:35,2021-12,2021,27.7,25.3,7.91,807,17
Rack 12,12/1/2021,11:06:35,2021-12,2021,27.7,25.4,7.91,808,17
Rack 12,12/1/2021,11:07:35,2021-12,2021,27.7,25.4,7.88,807,18
Rack 12,12/1/2021,11:08:35,2021-12,2021,27.7,25.5,7.89,809,18
Rack 12,12/1/2021,11:09:36,2021-12,2021,27.7,25.5,7.89,809,18
Rack 12,12/1/2021,11:10:35,2021-12,2021,27.7,25.7,7.88,809,18
Rack 12,12/1/2021,11:11:36,2021-12,2021,27.7,25.9,7.86,811,17
Rack 12,12/1/2021,11:12:35,2021-12,2021,27.7,26.1,7.86,810,17
Rack 12,12/1/2021,11:13:36,2021-12,2021,27.7,26.3,7.86,811,18
Rack 12,12/1/2021,11:14:35,2021-12,2021,27.7,26.5,7.86,810,18
Rack 12,12/1/2021,11:15:36,2021-12,2021,27.7,26.7,7.83,813,18
Rack 12,12/1/2021,11:16:36,2021-12,2021,27.7,26.8,7.83,811,17
Rack 12,12/1/2021,11:17:36,2021-12,2021,27.7,27,7.8,811,17
Rack 12,12/1/2021,11:18:36,2021-12,2021,27.7,27.1,7.8,811,17
Rack 12,12/1/2021,11:19:35,2021-12,2021,25.5,27,7.77,811,17
Rack 12,12/1/2021,11:20:36,2021-12,2021,23.2,26.9,7.69,808,17
Rack 12,12/1/2021,11:21:36,2021-12,2021,23.2,26.7,7.69,808,17
Rack 12,12/1/2021,11:22:36,2021-12,2021,23.2,26.6,7.69,807,18
Rack 12,12/1/2021,11:23:36,2021-12,2021,23.1,26.4,7.69,807,17
Rack 12,12/1/2021,11:24:36,2021-12,2021,23.2,26.2,7.69,805,18
Rack 12,12/1/2021,11:25:36,2021-12,2021,23.2,26,7.72,805,18
Rack 12,12/1/2021,11:26:36,2021-12,2021,23.2,25.9,7.69,806,17
Rack 12,12/1/2021,11:27:36,2021-12,2021,23.2,26.1,7.72,807,18
Rack 12,12/1/2021,11:28:36,2021-12,2021,23.2,26.2,7.72,808,17
Rack 12,12/1/2021,11:29:36,2021-12,2021,23.2,26.2,7.69,809,17
Rack 12,12/1/2021,11:30:36,2021-12,2021,23.2,26.3,7.69,808,17
Rack 12,12/1/2021,11:31:36,2021-12,2021,23.3,26.3,7.69,808,18
Rack 12,12/1/2021,11:32:36,2021-12,2021,23.3,26.3,7.69,809,17
Rack 12,12/1/2021,11:33:36,2021-12,2021,23.3,26.3,7.69,809,17
Rack 12,12/1/2021,11:34:36,2021-12,2021,23.3,26.3,7.69,809,17
Rack 12,12/1/2021,11:35:36,2021-12,2021,23.3,26.3,7.69,811,17
Rack 12,12/1/2021,11:36:36,2021-12,2021,23.3,26.4,7.69,809,17
Rack 12,12/1/2021,11:37:36,2021-12,2021,23.2,26.4,7.69,809,18
Rack 12,12/1/2021,11:38:36,2021-12,2021,23.3,26.4,7.69,809,18
Rack 12,12/1/2021,11:39:36,2021-12,2021,23.3,26.4,7.69,808,17
Rack 12,12/1/2021,11:40:36,2021-12,2021,23.3,26.4,7.69,809,18
Rack 12,12/1/2021,11:41:36,2021-12,2021,23.3,26.4,7.69,809,17
Rack 12,12/1/2021,11:42:36,2021-12,2021,23.2,26.4,7.69,807,18
Rack 12,12/1/2021,11:43:36,2021-12,2021,22.6,26.4,7.69,809,17
Rack 12,12/1/2021,11:44:36,2021-12,2021,22.5,26.4,7.69,809,18
Rack 12,12/1/2021,11:45:36,2021-12,2021,22.7,26.4,7.69,809,18
Rack 12,12/1/2021,11:46:36,2021-12,2021,22.8,26.4,7.69,808,18
Rack 12,12/1/2021,11:47:36,2021-12,2021,22.9,26.4,7.69,808,18
Rack 12,12/1/2021,11:48:36,2021-12,2021,23,26.3,7.69,808,17
Rack 12,12/1/2021,11:49:36,2021-12,2021,22.7,26,7.69,805,17
Rack 12,12/1/2021,11:50:36,2021-12,2021,22.4,25.9,7.69,803,18
Rack 12,12/1/2021,11:51:36,2021-12,2021,22.5,26,7.72,803,17
Rack 12,12/1/2021,11:52:36,2021-12,2021,22.8,26.1,7.69,805,18
Rack 12,12/1/2021,11:53:36,2021-12,2021,22.9,26.2,7.72,806,17
Rack 12,12/1/2021,11:54:36,2021-12,2021,23,26.2,7.69,805,18
Rack 12,12/1/2021,11:55:36,2021-12,2021,23.1,26.2,7.69,805,18
Rack 12,12/1/2021,11:56:36,2021-12,2021,23.1,26.3,7.69,805,17
Rack 12,12/1/2021,11:57:37,2021-12,2021,23.1,26.3,7.69,805,17
Rack 12,12/1/2021,11:58:36,2021-12,2021,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,11:59:36,2021-12,2021,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,12:00:36,2021-12,2021,23.2,26.3,7.69,806,18
Rack 12,12/1/2021,12:01:36,2021-12,2021,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,12:02:37,2021-12,2021,23.2,26.3,7.69,807,17
Rack 12,12/1/2021,12:03:37,2021-12,2021,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,12:04:36,2021-12,2021,23.2,26.3,7.69,807,18
Rack 12,12/1/2021,12:05:36,2021-12,2021,23.2,26.3,7.69,807,17
Rack 12,12/1/2021,12:06:37,2021-12,2021,23.2,26.4,7.69,805,17
Rack 12,12/1/2021,12:07:37,2021-12,2021,23.3,26.4,7.72,807,17
Rack 12,12/1/2021,12:08:37,2021-12,2021,23.2,26.4,7.72,808,18
Rack 12,12/1/2021,12:09:36,2021-12,2021,23.2,26.4,7.72,809,17
Rack 12,12/1/2021,12:10:37,2021-12,2021,23.3,26.4,7.69,808,17
Rack 12,12/1/2021,12:11:37,2021-12,2021,23.3,26.4,7.69,811,18
Rack 12,12/1/2021,12:12:37,2021-12,2021,23.3,26.4,7.72,815,17
Rack 12,12/1/2021,12:13:37,2021-12,2021,23.3,26.4,7.72,815,18
Rack 12,12/1/2021,12:14:37,2021-12,2021,23.3,26.4,7.72,814,18
Rack 12,12/1/2021,12:15:37,2021-12,2021,23.3,26.4,7.72,813,17
Rack 12,12/1/2021,12:16:37,2021-12,2021,23.2,26.3,7.72,812,18
Rack 12,12/1/2021,12:17:37,2021-12,2021,23.3,26,7.72,811,17
Rack 12,12/1/2021,12:18:37,2021-12,2021,23.3,25.9,7.72,808,18
Rack 12,12/1/2021,12:19:37,2021-12,2021,23.3,26.1,7.72,808,17
Rack 12,12/1/2021,12:20:37,2021-12,2021,23.3,26.1,7.72,809,17
Rack 12,12/1/2021,12:21:37,2021-12,2021,23.2,26.2,7.72,809,17
Rack 12,12/1/2021,12:22:37,2021-12,2021,23.3,26.3,7.72,811,17
Rack 12,12/1/2021,12:23:37,2021-12,2021,23.2,26.3,7.72,809,17
Rack 12,12/1/2021,12:24:37,2021-12,2021,23.2,26.3,7.72,809,17
Rack 12,12/1/2021,12:25:37,2021-12,2021,23.2,26.3,7.72,810,17
Rack 12,12/1/2021,12:26:37,2021-12,2021,23.3,26.3,7.72,807,18
Rack 12,12/1/2021,12:27:37,2021-12,2021,23.3,26.3,7.72,809,18
Rack 12,12/1/2021,12:28:37,2021-12,2021,23.3,26.3,7.72,809,17
Rack 12,12/1/2021,12:29:37,2021-12,2021,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:30:37,2021-12,2021,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:31:37,2021-12,2021,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:32:37,2021-12,2021,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:33:37,2021-12,2021,23.3,26.4,7.72,809,17
Rack 12,12/1/2021,12:34:37,2021-12,2021,23.3,26.4,7.72,810,17
Rack 12,12/1/2021,12:35:37,2021-12,2021,23.3,26.4,7.72,809,18
Rack 12,12/1/2021,12:36:37,2021-12,2021,23.3,26.4,7.72,811,17
Rack 12,12/1/2021,12:37:37,2021-12,2021,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:38:37,2021-12,2021,23.4,26.4,7.75,811,17
Rack 12,12/1/2021,12:39:37,2021-12,2021,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:40:37,2021-12,2021,23.3,26.4,7.75,811,18
Rack 12,12/1/2021,12:41:37,2021-12,2021,23.3,26.5,7.75,811,16
Rack 12,12/1/2021,12:42:37,2021-12,2021,23.3,26.2,7.75,809,17
Rack 12,12/1/2021,12:43:37,2021-12,2021,23.3,26.1,7.75,808,17
Rack 12,12/1/2021,12:44:37,2021-12,2021,23.3,25.9,7.75,807,17
Rack 12,12/1/2021,12:45:37,2021-12,2021,23.3,26,7.75,808,17
Rack 12,12/1/2021,12:46:37,2021-12,2021,23.3,26.1,7.75,809,17
Rack 12,12/1/2021,12:47:37,2021-12,2021,23.4,26.2,7.75,809,17
Rack 12,12/1/2021,12:48:37,2021-12,2021,23.4,26.3,7.75,810,17
Rack 12,12/1/2021,12:49:37,2021-12,2021,23.3,26.3,7.75,809,18
Rack 12,12/1/2021,12:50:37,2021-12,2021,23.3,26.3,7.75,809,17
Rack 12,12/1/2021,12:51:37,2021-12,2021,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:52:37,2021-12,2021,23.3,26.3,7.75,811,18
Rack 12,12/1/2021,12:53:37,2021-12,2021,23.3,26.3,7.75,811,17
Rack 12,12/1/2021,12:54:37,2021-12,2021,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:55:38,2021-12,2021,23.4,26.4,7.75,811,18
Rack 12,12/1/2021,12:56:38,2021-12,2021,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:57:38,2021-12,2021,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,12:58:38,2021-12,2021,23.4,26.4,7.75,811,17
Rack 12,12/1/2021,12:59:38,2021-12,2021,23.4,26.4,7.75,811,17
Rack 12,12/1/2021,13:00:38,2021-12,2021,23.3,26.4,7.75,810,17
Rack 12,12/1/2021,13:01:38,2021-12,2021,23.3,26.4,7.75,811,17
Rack 12,12/1/2021,13:02:37,2021-12,2021,23.4,26.4,7.75,811,18
Rack 12,12/1/2021,13:03:37,2021-12,2021,23.3,26.4,7.75,811,17
